"id","date","artists","details","info","location","title"
"27-256","2017-01-27 12:30:00 +0200","Wagner versus Berlioz, Bizet, Gounod ","","","Grand-Théâtre de Bordeaux","CHŒUR DE L’OPÉRA NATIONAL DE BORDEAUX"
"27-258","2017-01-27 19:00:00 +0200","ONBA / Paul Daniel / Vanessa Wagner / Matthieu Arama","","","Auditorium de l'Opéra de Bordeaux","PÄRT / MOZART / BRUCKNER"
"28-260","2017-01-28 20:00:00 +0200","Wolfgang Amadeus Mozart","","","Auditorium de l'Opéra de Bordeaux","QUATUOR TALICH / VANESSA WAGNER"
"29-262","2017-01-29 15:00:00 +0200","ONBA / Paul Daniel / Vanessa Wagner / Matthieu Arama","","","Auditorium de l'Opéra de Bordeaux","PÄRT / MOZART / BRUCKNER"
"31-264","2017-01-31 19:30:00 +0200","","","","Poitiers","PÄRT / MOZART / BRUCKNER"
"4-266","2017-02-04 10:00:00 +0200","Visite insolite","dès 7 ans","","Grand-Théâtre de Bordeaux","VISITES À TOUS LES ÉTAGES !"
"4-268","2017-02-04 11:00:00 +0200","Visite insolite","dès 7 ans","","Grand-Théâtre de Bordeaux","VISITES À TOUS LES ÉTAGES !"
"4-270","2017-02-04 15:00:00 +0200","","","","Grand-Théâtre, Salon Lalande","ARTURO TOSCANINI ET WAGNER"
"5-272","2017-02-05 11:00:00 +0200","Britten / Haydn","","","Grand-Théâtre de Bordeaux","QUATUOR PROMÉTHÉE"
"8-274","2017-02-08 19:00:00 +0200","","dès 6 ans","","Grand-Théâtre, Salon Boireau","TIONDEPOSICUM"
"9-276","2017-02-09 20:00:00 +0200","Sonia Wieder-Atherton","","","Auditorium de l'Opéra de Bordeaux","LITTLE GIRL BLUE FROM NINA SIMONE"
"11-278","2017-02-11 14:30:00 +0200","","","","Grand-Théâtre, Salon Boireau","LES PLAISIRS DE VERSAILLES"
"11-280","2017-02-11 16:00:00 +0200","","","","Grand-Théâtre, Salon Boireau","CONCERT DES TROIS TÉNORS"
"11-282","2017-02-11 20:00:00 +0200","Chœur de l’Opéra National de Bordeaux / Salvatore Caputo","","","Grand-Théâtre de Bordeaux","FAURÉ"
"14-284","2017-02-14 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","AU SUJET DU REQUIEM DE FAURÉ"
"15-286","2017-02-15 17:30:00 +0200","","","","Bordeaux","JEU DE MOZART"
"16-288","2017-02-16 20:00:00 +0200","ONBA / Roberto González-Monjas / Thomas Dolié","","","Auditorium de l'Opéra de Bordeaux","MOZART / FAURÉ"
"17-290","2017-02-17 12:30:00 +0200","","","","Grand-Théâtre de Bordeaux","MIDI MUSICAL"
"18-292","2017-02-18 09:30:00 +0200","Visite et travaux pratiques ","dès 7 ans","","Grand-Théâtre de Bordeaux","VISITES À TOUS LES ÉTAGES !"
"18-294","2017-02-18 11:00:00 +0200","Visite et travaux pratiques ","dès 7 ans","","Grand-Théâtre de Bordeaux","VISITES À TOUS LES ÉTAGES !"
"18-296","2017-02-18 20:00:00 +0200","Pièces pour violoncelle","","","Grand-Théâtre de Bordeaux","QUATUOR AROD"
"23-298","2017-02-23 20:00:00 +0200","Philip Glass / David Bowie","","","Auditorium de l'Opéra de Bordeaux","LOW / HEROES"
"24-300","2017-02-24 20:30:00 +0200","","","","Tarbes","LOW / HEROES"
"28-302","2017-02-28 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","A PROPOS DE LA SÉRÉNADE OP. 44 DE DVOŘÁK"
"1-304","2017-03-01 17:30:00 +0200","","","","Bordeaux","DEVOIR DE MÉMOIRE"
"2-306","2017-03-02 20:00:00 +0200","ONBA / Paul Daniel","","","Auditorium de l'Opéra de Bordeaux","DVOŘÁK / SOLER"
"3-308","2017-03-03 19:00:00 +0200","ONBA / Paul Daniel","","","Auditorium de l'Opéra de Bordeaux","DVOŘÁK / SOLER"
"5-310","2017-03-05 11:00:00 +0200","Autour des Ballets russes ","","","Grand-Théâtre de Bordeaux","MUSICIENS DE L’ONBA"
"5-312","2017-03-05 16:00:00 +0200","","","","Périgueux","DVOŘÁK / SOLER"
"7-314","2017-03-07 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","LE MYTHE D’ORPHÉE EN MUSIQUE"
"9-316","2017-03-09 20:30:00 +0200","","","","Aire-sur-l'Adour","SEXTET DE JAZZ DE L’ONBA"
"10-318","2017-03-10 19:00:00 +0200","Sonny Rollins, George Gershwin, Miles Davis, Cole Porter…","","","Auditorium de l'Opéra de Bordeaux","SEXTET DE JAZZ DE L’ONBA"
"11-320","2017-03-11 18:00:00 +0200","","","","Soustons","BRAHMS / TCHAÏKOVSKI / PAGANINI"
"11-322","2017-03-11 18:00:00 +0200","","","","Grand-Théâtre de Bordeaux","RENCONTRE AVEC LES ARTISTES : Orfeo"
"11-324","2017-03-11 20:00:00 +0200","Acquaviva / Coulais ","","","Auditorium de l'Opéra de Bordeaux","NABULIO SUR LES PAS DE NAPOLÉON"
"11-326","2017-03-11 20:00:00 +0200","Luigi Rossi","","","Grand-Théâtre de Bordeaux","ORFEO"
"12-328","2017-03-12 15:00:00 +0200","Luigi Rossi","","","Grand-Théâtre de Bordeaux","ORFEO"
"13-330","2017-03-13 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","AUTOUR DU DOUBLE CONCERTO DE BRAHMS"
"14-332","2017-03-14 20:00:00 +0200","Luigi Rossi","","","Grand-Théâtre de Bordeaux","ORFEO"
"15-334","2017-03-15 20:00:00 +0200","Luigi Rossi","","","Grand-Théâtre de Bordeaux","ORFEO"
"16-336","2017-03-16 20:00:00 +0200","ONBA / Marc Minkowski / Annick Massis","","","Auditorium de l'Opéra de Bordeaux","BIZET / POULENC / RAVEL"
"17-338","2017-03-17 20:30:00 +0200","","","","La Rochelle","BIZET / POULENC / RAVEL"
"18-340","2017-03-18 11:00:00 +0200","","dès 6 ans","","Grand-Théâtre, Salon Boireau","HÄNSEL ET GRETEL"
"18-342","2017-03-18 15:00:00 +0200","","","","Grand-Théâtre, Salon Lalande","COSIMA, DIVINE MAÎTRESSE DE BAYREUTH"
"18-344","2017-03-18 15:00:00 +0200","","dès 6 ans","","Grand-Théâtre, Salon Boireau","HÄNSEL ET GRETEL"
"19-346","2017-03-19 16:00:00 +0200","","","","Bergerac","BRAHMS / TCHAÏKOVSKI / PAGANINI"
"22-348","2017-03-22 20:00:00 +0200","Take Jazz Seriously","","","Auditorium de l'Opéra de Bordeaux","RAVEL ET LE JAZZ"
"23-350","2017-03-23 20:30:00 +0200","","","","Anglet","RAVEL ET LE JAZZ"
"24-352","2017-03-24 19:00:00 +0200","avec 4 solistes","","","Auditorium de l'Opéra de Bordeaux","VIVALDI, CREDO, GLORIA MAGNIFICAT"
"24-354","2017-03-24 20:30:00 +0200","","","","Marciac","RAVEL ET LE JAZZ"
"26-356","2017-03-26 15:00:00 +0200","","","","Auditorium de l'Opéra de Bordeaux","MATTHIEU ARAMA / AURÉLIEN PONTIER"
"28-358","2017-03-28 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","AUTOUR DU DOUBLE CONCERTO DE BRAHMS"
"29-360","2017-03-29 17:30:00 +0200","","","","Bordeaux","REDÉCOUVERTE D’ANDRÉ MESSAGER"
"30-362","2017-03-30 18:00:00 +0200","","","","Grand-Théâtre de Bordeaux","RENCONTRE AVEC LES ARTISTES : Les Pêcheurs de perles"
"30-364","2017-03-30 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"30-366","2017-03-30 20:00:00 +0200","ONBA / Nathalie Stutzmann / Alexandra Soumm / Aurélienne Brauner","","","Auditorium de l'Opéra de Bordeaux","BRAHMS"
"31-368","2017-03-31 00:00:00 +0200","","","31 mars - 23 avril 2017","Milan","ANNA BOLENA"
"31-370","2017-03-31 12:30:00 +0200","Midi musical avec le soliste des Pêcheurs de perles","","","Grand-Théâtre de Bordeaux","DAVID BIZIC"
"31-372","2017-03-31 19:00:00 +0200","ONBA / Nathalie Stutzmann / Alexandra Soumm / Aurélienne Brauner","","","Auditorium de l'Opéra de Bordeaux","BRAHMS"
"31-374","2017-03-31 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"31-376","2017-03-31 20:30:00 +0200","","","","Agen","LES GRANDS AIRS D’OPÉRA"
"2-378","2017-04-02 10:30:00 +0200","Visite du bâtiment… et de ses habitants","dès 7 ans","","Grand-Théâtre de Bordeaux","VISITES À TOUS LES ÉTAGES !"
"2-380","2017-04-02 11:00:00 +0200","","","","Auditorium de l'Opéra de Bordeaux","MUSICIENS DE L’ONBA"
"2-382","2017-04-02 15:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"2-384","2017-04-02 17:00:00 +0200","","","","Arcachon","BRAHMS"
"3-386","2017-04-03 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"4-388","2017-04-04 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","A PROPOS DE BERNARD HERRMANN"
"4-390","2017-04-04 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"5-392","2017-04-05 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"6-394","2017-04-06 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"6-396","2017-04-06 20:00:00 +0200","Alfred Hitchcock / Bernard Herrmann","dès 12 ans","","Auditorium de l'Opéra de Bordeaux","PSYCHOSE"
"7-398","2017-04-07 19:00:00 +0200","Alfred Hitchcock / Bernard Herrmann","dès 12 ans","","Auditorium de l'Opéra de Bordeaux","PSYCHOSE"
"7-400","2017-04-07 20:00:00 +0200","Le Riche / Wiest / Gallotta / Naharin","","","Grand-Théâtre de Bordeaux","4 TENDANCES 6e édition"
"8-402","2017-04-08 14:00:00 +0200","","","","Bordeaux","2e CONCOURS INTERNATIONAL DE CHANT ROBERT MASSARD"
"8-404","2017-04-08 20:00:00 +0200","","","","Auditorium de l'Opéra de Bordeaux","MIKHAIL RUDY"
"9-406","2017-04-09 14:30:00 +0200","","","","Grand-Théâtre de Bordeaux","2e CONCOURS INTERNATIONAL DE CHANT ROBERT MASSARD"
"9-408","2017-04-09 20:00:00 +0200","Bach / Sibelius / Schubert…","","","Auditorium de l'Opéra de Bordeaux","YO-YO MA / KATHRYN STOTT"
"10-410","2017-04-10 20:00:00 +0200","Ensemble Pygmalion / Raphaël Pichon","","","Grand-Théâtre de Bordeaux","BROCKES-PASSION"
"11-412","2017-04-11 20:30:00 +0200","","","","Saint-Pierre-du-Mont","4 TENDANCES, 6e édition"
"12-414","2017-04-12 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","AUTOUR DU CONCERTO POUR PIANO EN SOL DE RAVEL"
"13-416","2017-04-13 20:00:00 +0200","ONBA / Jean-Claude Casadesus / Alexandre Tharaud","","","Auditorium de l'Opéra de Bordeaux","FRANCK / RAVEL / PROBST STRAVINSKI"
"14-418","2017-04-14 19:00:00 +0200","ONBA / Jean-Claude Casadesus / Alexandre Tharaud","","","Auditorium de l'Opéra de Bordeaux","FRANCK / RAVEL / PROBST STRAVINSKI"
"15-420","2017-04-15 00:00:00 +0200","","","","Turquie","GALA PETIPA"
"15-422","2017-04-15 00:00:00 +0200","","","15 avril - 15 mai 2017","Limoges","LE TOUR D’ÉCROU"
"16-424","2017-04-16 00:00:00 +0200","","","","Turquie","GALA PETIPA"
"19-426","2017-04-19 00:00:00 +0200","","","","Aix-en-Provence","BIZET / POULENC / RAVEL"
"21-428","2017-04-21 12:30:00 +0200","","","","Grand-Théâtre de Bordeaux","SEBASTIEN DROY"
"22-430","2017-04-22 15:00:00 +0200","","","","Grand-Théâtre, Salon Lalande","LA DÉFENSE D’AIMER, OPÉRA MÉCONNU DE RICHARD WAGNER"
"30-432","2017-04-30 16:00:00 +0200","","","","Biarritz","4 TENDANCES, 6e édition"
"2-434","2017-05-02 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","LES PÊCHEURS DE PERLES DE BIZET"
"5-436","2017-05-05 20:00:00 +0200","Ensemble Agora","dès 9 ans","","Auditorium de l'Opéra de Bordeaux","JULIETTE ET ROMÉO"
"7-438","2017-05-07 11:00:00 +0200","","","","Auditorium de l'Opéra de Bordeaux","QUINTETTE DE CUIVRES DE L’ONBA"
"9-440","2017-05-09 18:00:00 +0200","","","","Grand-Théâtre de Bordeaux","RENCONTRE AVEC LES ARTISTES : Les Pêcheurs de perles"
"9-442","2017-05-09 20:00:00 +0200","Georges Bizet","","","Grand-Théâtre de Bordeaux","LES PÊCHEURS DE PERLES"
"10-444","2017-05-10 20:00:00 +0200","Jazz vocal","","","Auditorium de l'Opéra de Bordeaux","BOBBY McFERRIN"
"11-446","2017-05-11 20:00:00 +0200","Georges Bizet","","","Grand-Théâtre de Bordeaux","LES PÊCHEURS DE PERLES"
"14-448","2017-05-14 00:00:00 +0200","","","14 et 16 mai 2017","Avignon","ANNA BOLENA"
"14-450","2017-05-14 15:00:00 +0200","Georges Bizet","","","Grand-Théâtre de Bordeaux","LES PÊCHEURS DE PERLES"
"15-452","2017-05-15 00:00:00 +0200","","","Tournée mi-mai 2017","Italie","SOIRÉE PETIPA"
"15-454","2017-05-15 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","A PROPOS DE KATASTER DE PAUSET"
"16-456","2017-05-16 20:00:00 +0200","Georges Bizet","","","Grand-Théâtre de Bordeaux","LES PÊCHEURS DE PERLES"
"17-458","2017-05-17 19:00:00 +0200","avec solistes","","","Grand-Théâtre de Bordeaux","OPÉRA ET OPÉRETTE AUTOUR DU VIN"
"18-460","2017-05-18 20:00:00 +0200","ONBA / Ensemble intercontemporain / Paul Daniel","","","Auditorium de l'Opéra de Bordeaux","LIGETI / STRAVINSKI / PAUSET"
"19-462","2017-05-19 12:30:00 +0200","Lauréates du concours des Amis du Grand-Théâtre","","","Grand-Théâtre de Bordeaux","JULIA KNECHT / GINA GLORIA TRONEL"
"19-464","2017-05-19 20:00:00 +0200","Georges Bizet","","","Grand-Théâtre de Bordeaux","LES PÊCHEURS DE PERLES"
"20-466","2017-05-20 15:00:00 +0200","","","","Grand-Théâtre, Salon Lalande","UN PATIENT NOMMÉ WAGNER"
"20-468","2017-05-20 16:00:00 +0200","","","","Bordeaux","TRIO KRIOLINAK"
"21-470","2017-05-21 15:00:00 +0200","Georges Bizet","","","Grand-Théâtre de Bordeaux","LES PÊCHEURS DE PERLES"
"23-472","2017-05-23 20:00:00 +0200","","","","Opéra de Limoges","PNEUMA de Carolyn Carlson"
"24-474","2017-05-24 20:00:00 +0200","","","","Opéra de Limoges","PNEUMA de Carolyn Carlson"
"26-476","2017-05-26 20:30:00 +0200","","","","Mimizan","LES GRANDS AIRS D’OPÉRA"
"29-478","2017-05-29 20:00:00 +0200","","","","Grand-Théâtre de Bordeaux","TRIO WANDERER"
"1-480","2017-06-01 20:00:00 +0200","ONBA / Michail Jurowski","","","Auditorium de l'Opéra de Bordeaux","PROKOFIEV / CHOSTAKOVITCH"
"2-482","2017-06-02 12:30:00 +0200","Midi musical avec la soliste mezzo sur le Requiem de Verdi","","","Grand-Théâtre de Bordeaux","AUDE EXTRÉMO"
"2-484","2017-06-02 19:00:00 +0200","ONBA / Michail Jurowski","","","Auditorium de l'Opéra de Bordeaux","PROKOFIEV / CHOSTAKOVITCH"
"4-486","2017-06-04 11:00:00 +0200","Vladimir Nemtanu / Alan Moratin / Cécile Berry / Claire Berlioz / Jean-Marc Dalmasso / Sébastien Batut / Anne-Sophie Frémy / Laurent Malet / Hervé N’Kaoua","","","Grand-Théâtre de Bordeaux","MUSICIENS DE L’ONBA"
"6-488","2017-06-06 18:00:00 +0200","","","","Grand Théâtre - Salon Fouquet","A PROPOS DU REQUIEM DE VERDI"
"9-490","2017-06-09 19:00:00 +0200","ONBA / Paul Daniel","","","Auditorium de l'Opéra de Bordeaux","REQUIEM / VERDI"
"11-492","2017-06-11 15:00:00 +0200","ONBA / Paul Daniel","","","Auditorium de l'Opéra de Bordeaux","REQUIEM / VERDI"
"16-494","2017-06-16 00:00:00 +0200","","","Tournée du 16 au 22 juin 2017","Espagne","DVOŘÁK / SOLER"
"16-496","2017-06-16 12:30:00 +0200","Les inconnus de la musique française","","","Grand-Théâtre de Bordeaux","CHŒUR DE L’OPÉRA NATIONAL DE BORDEAUX"
"17-498","2017-06-17 00:00:00 +0200","","","Tournée du 17 au 22 juin 2017","Espagne","TCHAÏKOVSKI / WALTON"
"21-500","2017-06-21 12:30:00 +0200","","","","Auditorium de l'Opéra de Bordeaux","Lauréats du Conservatoire de Bordeaux"
"1-502","2017-07-01 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"3-504","2017-07-03 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"4-506","2017-07-04 14:00:00 +0200","","","","Bordeaux","2e CONCOURS INTERNATIONAL DE CHANT ROBERT MASSARD"
"4-508","2017-07-04 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"5-510","2017-07-05 15:00:00 +0200","","dès 8 ans","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE (EXTRAITS)"
"5-512","2017-07-05 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"6-514","2017-07-06 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"7-516","2017-07-07 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"9-518","2017-07-09 15:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
"10-520","2017-07-10 20:00:00 +0200","Charles Jude / Sergueï Prokofiev","","","Grand-Théâtre de Bordeaux","ROMÉO ET JULIETTE"
