"id","date","artists","details","info","location","title"
"14-448","2017-05-14 00:00:00 +0200","Anna Bolena","Avignon","","14 et 16 mai 2017",""
"14-450","2017-05-14 15:00:00 +0200","Les Pêcheurs De Perles","Grand-Théâtre de Bordeaux","Georges Bizet","",""
"15-452","2017-05-15 00:00:00 +0200","Soirée Petipa","Italie","","Tournée mi-mai 2017",""
"15-454","2017-05-15 18:00:00 +0200","A Propos De Kataster De Pauset","Grand Théâtre - Salon Fouquet","","",""
"16-456","2017-05-16 20:00:00 +0200","Les Pêcheurs De Perles","Grand-Théâtre de Bordeaux","Georges Bizet","",""
"17-458","2017-05-17 19:00:00 +0200","Opéra Et Opérette Autour Du Vin","Grand-Théâtre de Bordeaux","avec solistes","",""
"18-460","2017-05-18 20:00:00 +0200","Ligeti / Stravinski / Pauset","Auditorium de l'Opéra de Bordeaux","ONBA / Ensemble intercontemporain / Paul Daniel","",""
"19-462","2017-05-19 12:30:00 +0200","Julia Knecht / Gina Gloria Tronel","Grand-Théâtre de Bordeaux","Lauréates du concours des Amis du Grand-Théâtre","",""
"19-464","2017-05-19 20:00:00 +0200","Les Pêcheurs De Perles","Grand-Théâtre de Bordeaux","Georges Bizet","",""
"20-466","2017-05-20 15:00:00 +0200","Un Patient Nommé Wagner","Grand-Théâtre, Salon Lalande","","",""
"20-468","2017-05-20 16:00:00 +0200","Trio Kriolinak","Bordeaux","","",""
"21-470","2017-05-21 15:00:00 +0200","Les Pêcheurs De Perles","Grand-Théâtre de Bordeaux","Georges Bizet","",""
"23-472","2017-05-23 20:00:00 +0200","Pneuma De Carolyn Carlson","Opéra de Limoges","","",""
"24-474","2017-05-24 20:00:00 +0200","Pneuma De Carolyn Carlson","Opéra de Limoges","","",""
"26-476","2017-05-26 20:30:00 +0200","Les Grands Airs d’Opéra","Mimizan","","",""
"29-478","2017-05-29 20:00:00 +0200","Trio Wanderer","Grand-Théâtre de Bordeaux","","",""
"1-480","2017-06-01 20:00:00 +0200","Prokofiev / Chostakovitch","Auditorium de l'Opéra de Bordeaux","ONBA / Michail Jurowski","",""
"2-482","2017-06-02 12:30:00 +0200","Aude Extrémo","Grand-Théâtre de Bordeaux","Midi musical avec la soliste mezzo sur le Requiem de Verdi","",""
"2-484","2017-06-02 19:00:00 +0200","Prokofiev / Chostakovitch","Auditorium de l'Opéra de Bordeaux","ONBA / Michail Jurowski","",""
"4-486","2017-06-04 11:00:00 +0200","Musiciens De l’ONBA","Grand-Théâtre de Bordeaux","Vladimir Nemtanu / Alan Moratin / Cécile Berry / Claire Berlioz / Jean-Marc Dalmasso / Sébastien Batut / Anne-Sophie Frémy / Laurent Malet / Hervé N’Kaoua","",""
"6-488","2017-06-06 18:00:00 +0200","A Propos Du Requiem De Verdi","Grand Théâtre - Salon Fouquet","","",""
"9-490","2017-06-09 19:00:00 +0200","Requiem / Verdi","Auditorium de l'Opéra de Bordeaux","ONBA / Paul Daniel","",""
"11-492","2017-06-11 15:00:00 +0200","Requiem / Verdi","Auditorium de l'Opéra de Bordeaux","ONBA / Paul Daniel","",""
"16-494","2017-06-16 00:00:00 +0200","Dvořák / Soler","Espagne","","Tournée du 16 au 22 juin 2017",""
"16-496","2017-06-16 12:30:00 +0200","Chœur De l’Opéra National De Bordeaux","Grand-Théâtre de Bordeaux","Les inconnus de la musique française","",""
"17-498","2017-06-17 00:00:00 +0200","Tchaïkovski / Walton","Espagne","","Tournée du 17 au 22 juin 2017",""
"21-500","2017-06-21 12:30:00 +0200","Lauréats Du Conservatoire De Bordeaux","Auditorium de l'Opéra de Bordeaux","","",""
"1-502","2017-07-01 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"3-504","2017-07-03 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"4-506","2017-07-04 14:00:00 +0200","2e Concours International De Chant Robert Massard","Bordeaux","","",""
"4-508","2017-07-04 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"5-510","2017-07-05 15:00:00 +0200","Roméo Et Juliette (Extraits)","Grand-Théâtre de Bordeaux","","","dès 8 ans"
"5-512","2017-07-05 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"6-514","2017-07-06 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"7-516","2017-07-07 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"9-518","2017-07-09 15:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
"10-520","2017-07-10 20:00:00 +0200","Roméo Et Juliette","Grand-Théâtre de Bordeaux","Charles Jude / Sergueï Prokofiev","",""
